"agent","d_median","d_lower","d_upper","mean_rank","sucra"
"citalopram",0.431378892221971,0.132745031611657,0.740505741876987,2.91766666666667,0.520583333333333
"escitalopram",0.344833377176137,0.0983214164461988,0.592394738018407,3.629,0.34275
"fluoxetine",0.217104358060267,-0.00165317571578092,0.458592847969573,4.51266666666667,0.121833333333333
"paroxetine",0.525780984065059,0.337633263904114,0.731468501612148,2.14333333333333,0.714166666666667
"sertraline",0.730773086867512,-0.00208294722956275,1.55036872128708,1.79733333333333,0.800666666666667
