"agent","emax_median","emax_lower","emax_upper","ed50_median","ed50_lower","ed50_upper"
"citalopram",1.96076445755752,0.695363703475613,4.57975344448463,91.0170872507545,14.3157413322455,246.506951721694
"escitalopram",1.1250700038851,0.346178052196044,3.26451842324359,70.8381307990029,4.04818464320911,238.079791178446
"fluoxetine",0.508790268942151,-0.206526163294035,1.84539216356799,77.1396712656628,2.41708018901347,236.174413994824
"paroxetine",2.39982603033181,0.793192288557648,5.60514666821991,104.063810855491,18.1258951478311,259.836274750602
"sertraline",0.818663457152588,-0.4465999987079,2.80753826737763,58.4097207294013,1.58024054488653,225.466148004726
